date,request,memory,cpu
4/16/2019 17:35,941608,17.39%,47.08%
4/16/2019 17:40,915352,17.27%,45.77%
4/16/2019 17:45,912589,17.26%,45.63%
4/16/2019 17:50,893120,17.17%,44.66%
4/16/2019 17:55,858835,17.01%,42.94%
4/16/2019 18:00,788340,16.68%,39.42%
4/16/2019 18:05,756504,16.53%,37.83%
4/16/2019 18:10,743512,16.47%,37.18%
4/16/2019 18:15,723049,16.37%,36.15%
4/16/2019 18:20,694424,16.24%,34.72%
4/16/2019 18:25,665775,16.11%,33.29%
4/16/2019 18:30,640834,15.99%,32.04%
4/16/2019 18:35,636646,15.97%,31.83%
4/16/2019 18:40,628358,15.93%,31.42%
4/16/2019 18:45,622414,15.90%,31.12%
4/16/2019 18:50,620010,15.89%,31.00%
4/16/2019 18:55,617353,15.88%,30.87%
4/16/2019 19:00,596037,15.78%,29.80%
4/16/2019 19:05,590808,15.76%,29.54%
4/16/2019 19:10,579011,15.70%,28.95%
4/16/2019 19:15,575127,15.68%,28.76%
4/16/2019 19:20,568757,15.65%,28.44%
4/16/2019 19:25,554873,15.59%,27.74%
4/16/2019 19:30,555051,15.59%,27.75%
4/16/2019 19:35,539723,15.52%,26.99%
4/16/2019 19:40,524940,15.45%,26.25%
4/16/2019 19:45,516662,15.41%,25.83%
4/16/2019 19:50,505113,15.36%,25.26%
4/16/2019 19:55,492112,15.30%,24.61%
4/16/2019 20:00,489174,15.28%,24.46%
4/16/2019 20:05,487942,15.28%,24.40%
4/16/2019 20:10,459629,15.14%,22.98%
4/16/2019 20:15,455042,15.12%,22.75%
4/16/2019 20:20,459872,15.15%,22.99%
4/16/2019 20:25,460367,15.15%,23.02%
4/16/2019 20:30,440807,15.06%,22.04%
4/16/2019 20:35,430221,15.01%,21.51%
4/16/2019 20:40,438266,15.05%,21.91%
4/16/2019 20:45,400938,14.87%,20.05%
4/16/2019 20:50,397481,14.85%,19.87%
4/16/2019 20:55,385337,14.80%,19.27%
4/16/2019 21:00,359042,14.68%,17.95%
4/16/2019 21:05,350050,14.63%,17.50%
4/16/2019 21:10,337311,14.57%,16.87%
4/16/2019 21:15,329044,14.54%,16.45%
4/16/2019 21:20,327527,14.53%,16.38%
4/16/2019 21:25,310168,14.45%,15.51%
4/16/2019 21:30,289482,14.35%,14.47%
4/16/2019 21:35,290904,14.36%,14.55%
4/16/2019 21:40,274338,14.28%,13.72%
4/16/2019 21:45,270169,14.26%,13.51%
4/16/2019 21:50,248746,14.16%,12.44%
4/16/2019 21:55,166413,13.78%,8.32%
4/16/2019 22:00,103585,13.48%,5.18%
4/16/2019 22:05,89707,13.42%,4.49%
4/16/2019 22:10,94843,13.44%,4.74%
4/16/2019 22:15,80592,13.38%,4.03%
4/16/2019 22:20,76809,13.36%,3.84%
4/16/2019 22:25,73078,13.34%,3.65%
4/16/2019 22:30,61310,13.29%,3.07%
4/16/2019 22:35,59906,13.28%,3.00%
4/16/2019 22:40,56993,13.27%,2.85%
4/16/2019 22:45,54181,13.25%,2.71%
4/16/2019 22:50,57639,13.27%,2.88%
4/16/2019 22:55,59580,13.28%,2.98%
4/16/2019 23:00,49249,13.23%,2.46%
4/16/2019 23:05,62137,13.29%,3.11%
4/16/2019 23:10,50928,13.24%,2.55%
4/16/2019 23:15,48414,13.23%,2.42%
4/16/2019 23:20,59750,13.28%,2.99%
4/16/2019 23:25,42551,13.20%,2.13%
4/16/2019 23:30,55003,13.26%,2.75%
4/16/2019 23:35,38299,13.18%,1.91%
4/16/2019 23:40,51283,13.24%,2.56%
4/16/2019 23:45,33553,13.16%,1.68%
4/16/2019 23:50,37635,13.18%,1.88%
4/16/2019 23:55,44149,13.21%,2.21%
4/17/2019 0:00,41446,13.19%,2.07%
4/17/2019 0:05,41526,13.19%,2.08%
4/17/2019 0:10,26088,13.12%,1.30%
4/17/2019 0:15,29559,13.14%,1.48%
4/17/2019 0:20,41441,13.19%,2.07%
4/17/2019 0:25,29138,13.14%,1.46%
4/17/2019 0:30,25884,13.12%,1.29%
4/17/2019 0:35,43492,13.20%,2.17%
4/17/2019 0:40,24936,13.12%,1.25%
4/17/2019 0:45,37538,13.18%,1.88%
4/17/2019 0:50,38077,13.18%,1.90%
4/17/2019 0:55,21668,13.10%,1.08%
4/17/2019 1:00,32222,13.15%,1.61%
4/17/2019 1:05,37421,13.17%,1.87%
4/17/2019 1:10,26755,13.12%,1.34%
4/17/2019 1:15,23963,13.11%,1.20%
4/17/2019 1:20,34606,13.16%,1.73%
4/17/2019 1:25,24116,13.11%,1.21%
4/17/2019 1:30,36288,13.17%,1.81%
4/17/2019 1:35,27494,13.13%,1.37%
4/17/2019 1:40,21444,13.10%,1.07%
4/17/2019 1:45,18696,13.09%,0.93%
4/17/2019 1:50,36509,13.17%,1.83%
4/17/2019 1:55,19332,13.09%,0.97%
4/17/2019 2:00,28752,13.13%,1.44%
4/17/2019 2:05,25322,13.12%,1.27%
4/17/2019 2:10,35904,13.17%,1.80%
4/17/2019 2:15,29548,13.14%,1.48%
4/17/2019 2:20,23727,13.11%,1.19%
4/17/2019 2:25,33295,13.16%,1.66%
4/17/2019 2:30,33668,13.16%,1.68%
4/17/2019 2:35,16146,13.08%,0.81%
4/17/2019 2:40,20258,13.09%,1.01%
4/17/2019 2:45,26943,13.13%,1.35%
4/17/2019 2:50,23744,13.11%,1.19%
4/17/2019 2:55,29125,13.14%,1.46%
4/17/2019 3:00,17117,13.08%,0.86%
4/17/2019 3:05,16633,13.08%,0.83%
4/17/2019 3:10,25187,13.12%,1.26%
4/17/2019 3:15,28363,13.13%,1.42%
4/17/2019 3:20,25444,13.12%,1.27%
4/17/2019 3:25,21571,13.10%,1.08%
4/17/2019 3:30,33595,13.16%,1.68%
4/17/2019 3:35,25123,13.12%,1.26%
4/17/2019 3:40,26290,13.12%,1.31%
4/17/2019 3:45,23973,13.11%,1.20%
4/17/2019 3:50,15189,13.07%,0.76%
4/17/2019 3:55,31485,13.15%,1.57%
4/17/2019 4:00,19779,13.09%,0.99%
4/17/2019 4:05,27213,13.13%,1.36%
4/17/2019 4:10,27194,13.13%,1.36%
4/17/2019 4:15,17283,13.08%,0.86%
4/17/2019 4:20,21309,13.10%,1.07%
4/17/2019 4:25,16848,13.08%,0.84%
4/17/2019 4:30,20538,13.10%,1.03%
4/17/2019 4:35,27381,13.13%,1.37%
4/17/2019 4:40,31534,13.15%,1.58%
4/17/2019 4:45,28575,13.13%,1.43%
4/17/2019 4:50,19892,13.09%,0.99%
4/17/2019 4:55,24546,13.11%,1.23%
4/17/2019 5:00,25724,13.12%,1.29%
4/17/2019 5:05,26552,13.12%,1.33%
4/17/2019 5:10,28877,13.13%,1.44%
4/17/2019 5:15,18784,13.09%,0.94%
4/17/2019 5:20,23523,13.11%,1.18%
4/17/2019 5:25,32672,13.15%,1.63%
4/17/2019 5:30,21154,13.10%,1.06%
4/17/2019 5:35,29470,13.14%,1.47%
4/17/2019 5:40,20802,13.10%,1.04%
4/17/2019 5:45,30856,13.14%,1.54%
4/17/2019 5:50,25094,13.12%,1.25%
4/17/2019 5:55,32663,13.15%,1.63%
4/17/2019 6:00,22822,13.11%,1.14%
4/17/2019 6:05,22266,13.10%,1.11%
4/17/2019 6:10,35060,13.16%,1.75%
4/17/2019 6:15,33455,13.16%,1.67%
4/17/2019 6:20,18813,13.09%,0.94%
4/17/2019 6:25,36402,13.17%,1.82%
4/17/2019 6:30,19297,13.09%,0.96%
4/17/2019 6:35,30768,13.14%,1.54%
4/17/2019 6:40,22948,13.11%,1.15%
4/17/2019 6:45,24013,13.11%,1.20%
4/17/2019 6:50,34443,13.16%,1.72%
4/17/2019 6:55,42651,13.20%,2.13%
4/17/2019 7:00,43228,13.20%,2.16%
4/17/2019 7:05,42371,13.20%,2.12%
4/17/2019 7:10,42225,13.20%,2.11%
4/17/2019 7:15,30263,13.14%,1.51%
4/17/2019 7:20,42076,13.20%,2.10%
4/17/2019 7:25,47201,13.22%,2.36%
4/17/2019 7:30,48640,13.23%,2.43%
4/17/2019 7:35,57128,13.27%,2.86%
4/17/2019 7:40,62323,13.29%,3.12%
4/17/2019 7:45,94706,13.44%,4.74%
4/17/2019 7:50,125363,13.59%,6.27%
4/17/2019 7:55,276351,14.29%,13.82%
4/17/2019 8:00,289609,14.35%,14.48%
4/17/2019 8:05,311955,14.46%,15.60%
4/17/2019 8:10,345738,14.61%,17.29%
4/17/2019 8:15,380737,14.78%,19.04%
4/17/2019 8:20,475111,15.22%,23.76%
4/17/2019 8:25,592043,15.76%,29.60%
4/17/2019 8:30,652179,16.04%,32.61%
4/17/2019 8:35,738040,16.44%,36.90%
4/17/2019 8:40,760287,16.55%,38.01%
4/17/2019 8:45,820992,16.83%,41.05%
4/17/2019 8:50,859291,17.01%,42.96%
4/17/2019 8:55,911202,17.25%,45.56%
4/17/2019 9:00,934468,17.36%,46.72%
4/17/2019 9:05,958696,17.47%,47.93%
4/17/2019 9:10,986231,17.60%,49.31%
4/17/2019 9:15,1019605,17.76%,50.98%
4/17/2019 9:20,1023197,17.77%,51.16%
4/17/2019 9:25,1056334,17.93%,52.82%
4/17/2019 9:30,1050562,17.90%,52.53%
4/17/2019 9:35,1081479,18.05%,54.07%
4/17/2019 9:40,1079872,18.04%,53.99%
4/17/2019 9:45,1096040,18.11%,54.80%
4/17/2019 9:50,1107964,18.17%,55.40%
4/17/2019 9:55,1101980,18.14%,55.10%
4/17/2019 10:00,1128053,18.26%,56.40%
4/17/2019 10:05,1136116,18.30%,56.81%
4/17/2019 10:10,1126833,18.26%,56.34%
4/17/2019 10:15,1121607,18.23%,56.08%
4/17/2019 10:20,1108399,18.17%,55.42%
4/17/2019 10:25,1098853,18.13%,54.94%
4/17/2019 10:30,1118415,18.22%,55.92%
4/17/2019 10:35,1106297,18.16%,55.31%
4/17/2019 10:40,1112308,18.19%,55.62%
4/17/2019 10:45,1066297,17.98%,53.31%
4/17/2019 10:50,1082711,18.05%,54.14%
4/17/2019 10:55,1122046,18.24%,56.10%
4/17/2019 11:00,1133090,18.29%,56.65%
4/17/2019 11:05,1142315,18.33%,57.12%
4/17/2019 11:10,1113672,18.20%,55.68%
4/17/2019 11:15,1135485,18.30%,56.77%
4/17/2019 11:20,1086681,18.07%,54.33%
4/17/2019 11:25,1080922,18.04%,54.05%
4/17/2019 11:30,1071493,18.00%,53.57%
4/17/2019 11:35,1068370,17.99%,53.42%
4/17/2019 11:40,1046578,17.88%,52.33%
4/17/2019 11:45,1042026,17.86%,52.10%
4/17/2019 11:50,1013989,17.73%,50.70%
4/17/2019 11:55,938098,17.38%,46.90%
4/17/2019 12:00,913032,17.26%,45.65%
4/17/2019 12:05,883204,17.12%,44.16%
4/17/2019 12:10,856207,17.00%,42.81%
4/17/2019 12:15,840768,16.92%,42.04%
4/17/2019 12:20,827153,16.86%,41.36%
4/17/2019 12:25,767168,16.58%,38.36%
4/17/2019 12:30,728560,16.40%,36.43%
4/17/2019 12:35,716873,16.35%,35.84%
4/17/2019 12:40,695836,16.25%,34.79%
4/17/2019 12:45,717959,16.35%,35.90%
4/17/2019 12:50,717191,16.35%,35.86%
4/17/2019 12:55,745302,16.48%,37.27%
4/17/2019 13:00,681651,16.18%,34.08%
4/17/2019 13:05,668843,16.12%,33.44%
4/17/2019 13:10,678240,16.17%,33.91%
4/17/2019 13:15,656682,16.06%,32.83%
4/17/2019 13:20,663703,16.10%,33.19%
4/17/2019 13:25,674215,16.15%,33.71%
4/17/2019 13:30,702325,16.28%,35.12%
4/17/2019 13:35,711004,16.32%,35.55%
4/17/2019 13:40,713844,16.33%,35.69%
4/17/2019 13:45,715260,16.34%,35.76%
4/17/2019 13:50,759315,16.54%,37.97%
4/17/2019 13:55,860559,17.02%,43.03%
4/17/2019 14:00,904816,17.22%,45.24%
4/17/2019 14:05,949682,17.43%,47.48%
4/17/2019 14:10,990663,17.62%,49.53%
4/17/2019 14:15,1010071,17.71%,50.50%
4/17/2019 14:20,1051765,17.91%,52.59%
4/17/2019 14:25,1067099,17.98%,53.35%
4/17/2019 14:30,1100619,18.14%,55.03%
4/17/2019 14:35,1114636,18.20%,55.73%
4/17/2019 14:40,1131501,18.28%,56.58%
4/17/2019 14:45,1127015,18.26%,56.35%
4/17/2019 14:50,1134075,18.29%,56.70%
4/17/2019 14:55,1177807,18.50%,58.89%
4/17/2019 15:00,1153001,18.38%,57.65%
4/17/2019 15:05,1160477,18.42%,58.02%
4/17/2019 15:10,1154056,18.39%,57.70%
4/17/2019 15:15,1157171,18.40%,57.86%
4/17/2019 15:20,1138053,18.31%,56.90%
4/17/2019 15:25,1123926,18.24%,56.20%
4/17/2019 15:30,1114213,18.20%,55.71%
4/17/2019 15:35,1131985,18.28%,56.60%
4/17/2019 15:40,1109082,18.18%,55.45%
4/17/2019 15:45,1110743,18.18%,55.54%
4/17/2019 15:50,1119272,18.22%,55.96%
4/17/2019 15:55,1112516,18.19%,55.63%
4/17/2019 16:00,1117255,18.21%,55.86%
4/17/2019 16:05,1123696,18.24%,56.18%
4/17/2019 16:10,1099003,18.13%,54.95%
4/17/2019 16:15,1125838,18.25%,56.29%
4/17/2019 16:20,1115279,18.20%,55.76%
4/17/2019 16:25,1120677,18.23%,56.03%
4/17/2019 16:30,1126456,18.26%,56.32%
4/17/2019 16:35,1094175,18.11%,54.71%
4/17/2019 16:40,1121962,18.24%,56.10%
4/17/2019 16:45,1087871,18.08%,54.39%
4/17/2019 16:50,1099827,18.13%,54.99%
4/17/2019 16:55,1101230,18.14%,55.06%
4/17/2019 17:00,1093762,18.10%,54.69%
4/17/2019 17:05,1057656,17.94%,52.88%
4/17/2019 17:10,1057943,17.94%,52.90%
4/17/2019 17:15,1051420,17.91%,52.57%
4/17/2019 17:20,1019218,17.76%,50.96%
4/17/2019 17:25,1006674,17.70%,50.33%
4/17/2019 17:30,836738,16.90%,41.84%
4/17/2019 17:35,988446,17.61%,49.42%
4/17/2019 17:40,948958,17.43%,47.45%
4/17/2019 17:45,936553,17.37%,46.83%
4/17/2019 17:50,932737,17.35%,46.64%
4/17/2019 17:55,898359,17.19%,44.92%
4/17/2019 18:00,827402,16.86%,41.37%
4/17/2019 18:05,819187,16.82%,40.96%
4/17/2019 18:10,794292,16.71%,39.71%
4/17/2019 18:15,788860,16.68%,39.44%
4/17/2019 18:20,737933,16.44%,36.90%
4/17/2019 18:25,715975,16.34%,35.80%
4/17/2019 18:30,681641,16.18%,34.08%
4/17/2019 18:35,695047,16.24%,34.75%
4/17/2019 18:40,664079,16.10%,33.20%
4/17/2019 18:45,666834,16.11%,33.34%
4/17/2019 18:50,674908,16.15%,33.75%
4/17/2019 18:55,640894,15.99%,32.04%
4/17/2019 19:00,630764,15.94%,31.54%
4/17/2019 19:05,632280,15.95%,31.61%
4/17/2019 19:10,613767,15.86%,30.69%
4/17/2019 19:15,591442,15.76%,29.57%
4/17/2019 19:20,602194,15.81%,30.11%
4/17/2019 19:25,587802,15.74%,29.39%
4/17/2019 19:30,565616,15.64%,28.28%
4/17/2019 19:35,563674,15.63%,28.18%
4/17/2019 19:40,551407,15.57%,27.57%
4/17/2019 19:45,556601,15.60%,27.83%
4/17/2019 19:50,539584,15.52%,26.98%
4/17/2019 19:55,532837,15.49%,26.64%
4/17/2019 20:00,516170,15.41%,25.81%
4/17/2019 20:05,510789,15.38%,25.54%
4/17/2019 20:10,506985,15.37%,25.35%
4/17/2019 20:15,498635,15.33%,24.93%
4/17/2019 20:20,497331,15.32%,24.87%
4/17/2019 20:25,489330,15.28%,24.47%
4/17/2019 20:30,488937,15.28%,24.45%
4/17/2019 20:35,472798,15.21%,23.64%
4/17/2019 20:40,470958,15.20%,23.55%
4/17/2019 20:45,449253,15.10%,22.46%
4/17/2019 20:50,436961,15.04%,21.85%
4/17/2019 20:55,411390,14.92%,20.57%
4/17/2019 21:00,390985,14.82%,19.55%
4/17/2019 21:05,394145,14.84%,19.71%
4/17/2019 21:10,381194,14.78%,19.06%
4/17/2019 21:15,369526,14.72%,18.48%
4/17/2019 21:20,358764,14.67%,17.94%
4/17/2019 21:25,338511,14.58%,16.93%
4/17/2019 21:30,337776,14.58%,16.89%
4/17/2019 21:35,316325,14.48%,15.82%
4/17/2019 21:40,303333,14.42%,15.17%
4/17/2019 21:45,310441,14.45%,15.52%
4/17/2019 21:50,276768,14.29%,13.84%
4/17/2019 21:55,178872,13.83%,8.94%
4/17/2019 22:00,129263,13.60%,6.46%
4/17/2019 22:05,116403,13.54%,5.82%
4/17/2019 22:10,91655,13.43%,4.58%
4/17/2019 22:15,93245,13.44%,4.66%
4/17/2019 22:20,73427,13.34%,3.67%
4/17/2019 22:25,79946,13.37%,4.00%
4/17/2019 22:30,64469,13.30%,3.22%
4/17/2019 22:35,68769,13.32%,3.44%
4/17/2019 22:40,70805,13.33%,3.54%
4/17/2019 22:45,66216,13.31%,3.31%
4/17/2019 22:50,57083,13.27%,2.85%
4/17/2019 22:55,61571,13.29%,3.08%
4/17/2019 23:00,63051,13.29%,3.15%
4/17/2019 23:05,56375,13.26%,2.82%
4/17/2019 23:10,60977,13.28%,3.05%
4/17/2019 23:15,43238,13.20%,2.16%
4/17/2019 23:20,49429,13.23%,2.47%
4/17/2019 23:25,49528,13.23%,2.48%
4/17/2019 23:30,39064,13.18%,1.95%
4/17/2019 23:35,42096,13.20%,2.10%
4/17/2019 23:40,50233,13.23%,2.51%
4/17/2019 23:45,49241,13.23%,2.46%
4/17/2019 23:50,35598,13.17%,1.78%
4/17/2019 23:55,40962,13.19%,2.05%
4/18/2019 0:00,34105,13.16%,1.71%
4/18/2019 0:05,27087,13.13%,1.35%
4/18/2019 0:10,35966,13.17%,1.80%
4/18/2019 0:15,25936,13.12%,1.30%
4/18/2019 0:20,36180,13.17%,1.81%
4/18/2019 0:25,26361,13.12%,1.32%
4/18/2019 0:30,24352,13.11%,1.22%
4/18/2019 0:35,28624,13.13%,1.43%
4/18/2019 0:40,27747,13.13%,1.39%
4/18/2019 0:45,23460,13.11%,1.17%
4/18/2019 0:50,32981,13.15%,1.65%
4/18/2019 0:55,21821,13.10%,1.09%
4/18/2019 1:00,18681,13.09%,0.93%
4/18/2019 1:05,34827,13.16%,1.74%
4/18/2019 1:10,16974,13.08%,0.85%
4/18/2019 1:15,29583,13.14%,1.48%
4/18/2019 1:20,24696,13.12%,1.23%
4/18/2019 1:25,33910,13.16%,1.70%
4/18/2019 1:30,26272,13.12%,1.31%
4/18/2019 1:35,32181,13.15%,1.61%
4/18/2019 1:40,17077,13.08%,0.85%
4/18/2019 1:45,26400,13.12%,1.32%
4/18/2019 1:50,19346,13.09%,0.97%
4/18/2019 1:55,30370,13.14%,1.52%
4/18/2019 2:00,32241,13.15%,1.61%
4/18/2019 2:05,34313,13.16%,1.72%
4/18/2019 2:10,27253,13.13%,1.36%
4/18/2019 2:15,28973,13.14%,1.45%
4/18/2019 2:20,20459,13.10%,1.02%
4/18/2019 2:25,19569,13.09%,0.98%
4/18/2019 2:30,27304,13.13%,1.37%
4/18/2019 2:35,30516,13.14%,1.53%
4/18/2019 2:40,20186,13.09%,1.01%
4/18/2019 2:45,13619,13.06%,0.68%
4/18/2019 2:50,21998,13.10%,1.10%
4/18/2019 2:55,21269,13.10%,1.06%
4/18/2019 3:00,12146,13.06%,0.61%
4/18/2019 3:05,17621,13.08%,0.88%
4/18/2019 3:10,23832,13.11%,1.19%
4/18/2019 3:15,16047,13.07%,0.80%
4/18/2019 3:20,20468,13.10%,1.02%
4/18/2019 3:25,17728,13.08%,0.89%
4/18/2019 3:30,26171,13.12%,1.31%
4/18/2019 3:35,34776,13.16%,1.74%
4/18/2019 3:40,29421,13.14%,1.47%
4/18/2019 3:45,34255,13.16%,1.71%
4/18/2019 3:50,35126,13.16%,1.76%
4/18/2019 3:55,37462,13.17%,1.87%
4/18/2019 4:00,21232,13.10%,1.06%
4/18/2019 4:05,34591,13.16%,1.73%
4/18/2019 4:10,33248,13.16%,1.66%
4/18/2019 4:15,23495,13.11%,1.17%
4/18/2019 4:20,33582,13.16%,1.68%
4/18/2019 4:25,38634,13.18%,1.93%
4/18/2019 4:30,29308,13.14%,1.47%
4/18/2019 4:35,22414,13.10%,1.12%
4/18/2019 4:40,29658,13.14%,1.48%
4/18/2019 4:45,36733,13.17%,1.84%
4/18/2019 4:50,26179,13.12%,1.31%
4/18/2019 4:55,33415,13.16%,1.67%
4/18/2019 5:00,30361,13.14%,1.52%
4/18/2019 5:05,29725,13.14%,1.49%
4/18/2019 5:10,39135,13.18%,1.96%
4/18/2019 5:15,36167,13.17%,1.81%
4/18/2019 5:20,33307,13.16%,1.67%
4/18/2019 5:25,39706,13.19%,1.99%
4/18/2019 5:30,30997,13.14%,1.55%
4/18/2019 5:35,29548,13.14%,1.48%
4/18/2019 5:40,33482,13.16%,1.67%
4/18/2019 5:45,24869,13.12%,1.24%
4/18/2019 5:50,24472,13.11%,1.22%
4/18/2019 5:55,20186,13.09%,1.01%
4/18/2019 6:00,24359,13.11%,1.22%
4/18/2019 6:05,22232,13.10%,1.11%
4/18/2019 6:10,16720,13.08%,0.84%
4/18/2019 6:15,30557,13.14%,1.53%
4/18/2019 6:20,16126,13.08%,0.81%
4/18/2019 6:25,33030,13.15%,1.65%
4/18/2019 6:30,22680,13.11%,1.13%
4/18/2019 6:35,23414,13.11%,1.17%
4/18/2019 6:40,16884,13.08%,0.84%
4/18/2019 6:45,33370,13.16%,1.67%
4/18/2019 6:50,21340,13.10%,1.07%
4/18/2019 6:55,45979,13.21%,2.30%
4/18/2019 7:00,38344,13.18%,1.92%
4/18/2019 7:05,43985,13.21%,2.20%
4/18/2019 7:10,49310,13.23%,2.47%
4/18/2019 7:15,50121,13.23%,2.51%
4/18/2019 7:20,45519,13.21%,2.28%
4/18/2019 7:25,42005,13.20%,2.10%
4/18/2019 7:30,46764,13.22%,2.34%
4/18/2019 7:35,59670,13.28%,2.98%
4/18/2019 7:40,79173,13.37%,3.96%
4/18/2019 7:45,88898,13.41%,4.44%
4/18/2019 7:50,157173,13.73%,7.86%
4/18/2019 7:55,288234,14.35%,14.41%
4/18/2019 8:00,294525,14.37%,14.73%
4/18/2019 8:05,327141,14.53%,16.36%
4/18/2019 8:10,350274,14.63%,17.51%
4/18/2019 8:15,413774,14.93%,20.69%
4/18/2019 8:20,489956,15.29%,24.50%
4/18/2019 8:25,588792,15.75%,29.44%
4/18/2019 8:30,642772,16.00%,32.14%
4/18/2019 8:35,738340,16.45%,36.92%
4/18/2019 8:40,802974,16.75%,40.15%
4/18/2019 8:45,859124,17.01%,42.96%
4/18/2019 8:50,900512,17.20%,45.03%
4/18/2019 8:55,953709,17.45%,47.69%
4/18/2019 9:00,990847,17.62%,49.54%
4/18/2019 9:05,991904,17.63%,49.60%
4/18/2019 9:10,1010422,17.72%,50.52%
4/18/2019 9:15,1012734,17.73%,50.64%
4/18/2019 9:20,1042354,17.86%,52.12%
4/18/2019 9:25,1044909,17.88%,52.25%
4/18/2019 9:30,1039214,17.85%,51.96%
4/18/2019 9:35,1059345,17.94%,52.97%
4/18/2019 9:40,1079149,18.04%,53.96%
4/18/2019 9:45,1080178,18.04%,54.01%
4/18/2019 9:50,1090525,18.09%,54.53%
4/18/2019 9:55,1143052,18.33%,57.15%
4/18/2019 10:00,1140168,18.32%,57.01%
4/18/2019 10:05,1131039,18.28%,56.55%
4/18/2019 10:10,1148833,18.36%,57.44%
4/18/2019 10:15,1134944,18.30%,56.75%
4/18/2019 10:20,1150479,18.37%,57.52%
4/18/2019 10:25,1156129,18.40%,57.81%
4/18/2019 10:30,1160734,18.42%,58.04%
4/18/2019 10:35,1134526,18.29%,56.73%
4/18/2019 10:40,1179846,18.51%,58.99%
4/18/2019 10:45,1163300,18.43%,58.17%
4/18/2019 10:50,1168263,18.45%,58.41%
4/18/2019 10:55,1172227,18.47%,58.61%
4/18/2019 11:00,1162255,18.42%,58.11%
4/18/2019 11:05,1156355,18.40%,57.82%
4/18/2019 11:10,1143890,18.34%,57.19%
4/18/2019 11:15,1145044,18.34%,57.25%
4/18/2019 11:20,1132048,18.28%,56.60%
4/18/2019 11:25,1133287,18.29%,56.66%
4/18/2019 11:30,1131619,18.28%,56.58%
4/18/2019 11:35,1093896,18.10%,54.69%
4/18/2019 11:40,1076890,18.03%,53.84%
4/18/2019 11:45,1033522,17.82%,51.68%
4/18/2019 11:50,1044406,17.87%,52.22%
4/18/2019 11:55,966815,17.51%,48.34%
4/18/2019 12:00,903098,17.21%,45.15%
4/18/2019 12:05,894078,17.17%,44.70%
4/18/2019 12:10,894372,17.17%,44.72%
4/18/2019 12:15,877147,17.09%,43.86%
4/18/2019 12:20,866850,17.05%,43.34%
4/18/2019 12:25,783210,16.65%,39.16%
4/18/2019 12:30,737657,16.44%,36.88%
4/18/2019 12:35,746786,16.49%,37.34%
4/18/2019 12:40,735744,16.43%,36.79%
4/18/2019 12:45,714113,16.33%,35.71%
4/18/2019 12:50,727653,16.40%,36.38%
4/18/2019 12:55,729771,16.41%,36.49%
4/18/2019 13:00,680954,16.18%,34.05%
4/18/2019 13:05,685060,16.20%,34.25%
4/18/2019 13:10,662843,16.09%,33.14%
4/18/2019 13:15,674740,16.15%,33.74%
4/18/2019 13:20,679897,16.17%,33.99%
4/18/2019 13:25,698885,16.26%,34.94%
4/18/2019 13:30,716913,16.35%,35.85%
4/18/2019 13:35,724765,16.38%,36.24%
4/18/2019 13:40,728797,16.40%,36.44%
4/18/2019 13:45,738314,16.45%,36.92%
4/18/2019 13:50,778713,16.63%,38.94%
4/18/2019 13:55,866477,17.04%,43.32%
4/18/2019 14:00,910801,17.25%,45.54%
4/18/2019 14:05,937223,17.37%,46.86%
4/18/2019 14:10,975516,17.55%,48.78%
4/18/2019 14:15,1015474,17.74%,50.77%
4/18/2019 14:20,1036070,17.83%,51.80%
4/18/2019 14:25,1049915,17.90%,52.50%
4/18/2019 14:30,1086188,18.07%,54.31%
4/18/2019 14:35,1109395,18.18%,55.47%
4/18/2019 14:40,1112071,18.19%,55.60%
4/18/2019 14:45,1121402,18.23%,56.07%
4/18/2019 14:50,1106548,18.16%,55.33%
4/18/2019 14:55,1124622,18.25%,56.23%
4/18/2019 15:00,1152400,18.38%,57.62%
4/18/2019 15:05,1131993,18.28%,56.60%
4/18/2019 15:10,1141915,18.33%,57.10%
4/18/2019 15:15,1150001,18.37%,57.50%
4/18/2019 15:20,1126208,18.26%,56.31%
4/18/2019 15:25,1133912,18.29%,56.70%
4/18/2019 15:30,1139720,18.32%,56.99%
4/18/2019 15:35,1108411,18.17%,55.42%
4/18/2019 15:40,1118718,18.22%,55.94%
4/18/2019 15:45,1121662,18.23%,56.08%
4/18/2019 15:50,1146184,18.35%,57.31%
4/18/2019 15:55,1176552,18.49%,58.83%
4/18/2019 16:00,1126183,18.26%,56.31%
4/18/2019 16:05,1134096,18.29%,56.70%
4/18/2019 16:10,1137729,18.31%,56.89%
4/18/2019 16:15,1126402,18.26%,56.32%
4/18/2019 16:20,1115286,18.20%,55.76%
4/18/2019 16:25,1083943,18.06%,54.20%
4/18/2019 16:30,1102114,18.14%,55.11%
4/18/2019 16:35,1087656,18.08%,54.38%
4/18/2019 16:40,1103833,18.15%,55.19%
4/18/2019 16:45,1100193,18.13%,55.01%
4/18/2019 16:50,1133356,18.29%,56.67%
4/18/2019 16:55,1094802,18.11%,54.74%
4/18/2019 17:00,1089804,18.09%,54.49%
4/18/2019 17:05,1082491,18.05%,54.12%
4/18/2019 17:10,1093161,18.10%,54.66%
4/18/2019 17:15,1055982,17.93%,52.80%
4/18/2019 17:20,1030688,17.81%,51.53%
4/18/2019 17:25,985971,17.60%,49.30%
4/18/2019 17:30,934175,17.36%,46.71%
